"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,57320,59800,56680,53680,58120,57320,59400,54840,56560,58440,58000,60040,57560,NA
"C",320,25240,25080,29760,29560,31920,36920,360,22440,22560,27800,26000,34280,34680,360,22680,26120,32400,28880,29400,31680
"D",200,26640,39200,42520,44040,41800,48560,320,24680,37440,40280,41600,49280,47960,320,28880,37520,42240,47480,45680,49560
"E",200,31200,46400,48920,54200,60120,55120,200,26680,43080,49360,52480,56240,58800,200,30640,46360,47520,48840,61200,61880
"F",360,36880,50840,51320,53400,64160,63160,320,35080,47560,52080,58760,60000,56760,440,35600,47560,49160,53640,59040,59280
"G",320,36680,49400,50360,57280,59800,60440,320,37240,51080,52400,51280,58080,63880,360,39400,49320,50600,57520,60280,67000
"H",560,39400,49160,47040,50920,58080,63200,320,39680,48400,47560,52920,60320,63800,400,40760,53600,46400,52920,60800,63840
"I",400,40000,46960,52680,50360,56800,63600,560,39840,46040,50840,51080,61560,61280,440,40880,48560,48440,50040,58960,62160
"J",640,38960,47760,52880,52920,59520,61640,520,37920,53760,47760,54920,60040,71240,640,39280,48640,49880,49320,58840,63920
"K",600,35360,45080,48520,51440,57320,62720,840,37040,46800,46920,51160,59640,60120,600,38200,47320,48960,49800,56360,68000
"L",37480,53960,58520,62000,68120,62040,56520,61520,62080,NA,NA,560,37680,47640,50400,52320,56160,57400,NA,NA,NA
"M",36600,51520,62600,65200,62000,62800,72040,62080,71560,NA,NA,600,39920,47080,43120,53600,62880,68440,NA,NA,NA
"N",28200,54120,64360,66160,64240,69160,67640,71600,66720,NA,NA,640,38640,48760,50360,50040,65040,73080,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,62600,69200,58400,60200,67280,62320,59280,61800,61760,61720,60680,59880,56320,NA
