"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",760,NA,149880,12360,202560,173640,213400,194480,2080,205400,139560,116840,163920,193680,2440,40040,171000,152440,132000,32520,2200,167000,134160,152920
"B",115280,1320,138520,184600,43200,126840,208520,201800,NA,168960,68440,164400,194840,196800,206520,2360,168160,3280,153320,168120,157760,176480,143560,157280
"C",15040,101400,2160,43800,47760,154840,124920,166640,168760,212280,3320,148200,4240,189320,72040,134480,181560,178400,169440,181360,165480,182680,151880,22720
"D",NA,1360,2320,187200,207560,37280,130320,122280,2640,2680,176560,63080,3000,181400,78400,32640,201560,153800,34040,164400,173520,182600,142280,143680
"E",171000,4760,182120,192040,201680,3200,197120,181080,152640,180600,164960,170840,177240,201080,15080,174200,213720,2640,2680,140840,166560,95880,4240,1520
"F",144200,2360,NA,99280,208280,177280,43200,133880,35400,2880,195920,184240,187480,69480,110960,206600,178240,172720,NA,NA,160880,133400,186080,80520
"G",175560,128440,NA,190520,3120,181320,225680,192560,170960,209720,158160,5280,186280,2480,4080,183760,3520,170360,214640,202680,144320,209760,25080,171360
"H",119280,173440,152040,195240,159600,188720,134080,208320,110360,4080,3840,66080,24760,78440,191040,197560,206560,25520,NA,27960,NA,3000,191600,137880
"I",94320,7400,112200,212240,3240,NA,205200,3120,164720,224120,180000,200640,176280,194160,195560,189920,3640,29840,217200,197120,187640,105720,NA,1920
"J",1680,145680,NA,211040,94480,159240,214680,54680,180600,204840,15880,129720,46320,205720,130560,193600,95320,110440,153960,130760,42640,183040,177240,154680
"K",174440,156600,141320,39880,70640,168680,2960,190600,3680,2800,184880,179080,199600,145120,174480,170560,198400,NA,185960,167640,2800,2600,184240,1480
"L",7280,114120,170520,210480,NA,3840,186360,161640,157080,207320,3120,184320,56600,NA,173360,42640,NA,166440,179040,177200,79120,188400,161920,1480
"M",93240,154480,198360,93360,225080,170840,50360,188920,11360,209080,193560,28480,2600,207280,214680,210240,208920,184880,224680,NA,148600,203800,89480,195760
"N",148520,166240,27400,203400,167240,170360,200360,182960,88400,214400,143200,2960,175480,195640,195920,188520,205440,138040,206160,178480,153520,NA,44800,69520
"O",186640,190040,124440,NA,199000,4280,170280,NA,177520,176160,163560,50400,174240,196720,153800,NA,205960,165840,230400,194520,175480,209760,182080,5680
"P",168800,NA,170560,46760,97800,170000,169840,55200,158440,204440,7760,161560,192120,59600,184560,185320,154400,150600,3480,95800,NA,129360,NA,86200
