"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",2320,NA,279400,21640,51000,26760,65920,50720,2320,322120,24480,233800,319840,266480,2440,177160,55240,46200,41000,154600,14320,15960,248680,256480
"B",84880,1880,248520,112160,61400,59160,272480,188360,NA,102640,56760,257080,87320,181560,89880,2280,81480,33080,70480,163840,272000,57680,21720,262400
"C",55160,231440,21360,40240,69960,285360,42520,86280,68160,97680,2840,250480,33920,240880,233720,49200,81480,262600,268920,67400,130480,61000,256600,152960
"D",NA,1640,21360,275520,242680,75960,269840,263880,3680,3520,248520,253320,4120,268720,69080,95840,161440,72120,78200,263240,261760,259040,43560,262480
"E",290160,23400,118160,95720,111800,4440,290800,142160,67400,60840,67160,300480,102840,142560,56000,73520,285400,4160,32040,61520,275080,50640,23440,1560
"F",281480,24840,NA,270240,213480,290640,57000,170720,89520,3200,115880,85600,253000,262320,275040,273480,179640,300840,NA,NA,298480,223400,108280,16520
"G",312240,107640,NA,253880,5120,130800,72720,296000,262560,266520,259840,51800,130640,5080,9080,220680,4600,308880,241240,266480,85760,302600,33160,23400
"H",326880,246200,293920,92440,107680,326800,68640,92440,276000,4120,3760,198080,170280,284320,77480,91760,322040,178640,NA,61880,NA,4120,93520,30160
"I",23880,31440,87840,102680,31920,NA,278400,5160,155320,263840,74360,243200,272800,277640,157800,235640,7440,177600,137520,212200,289000,54640,NA,2800
"J",1400,80480,NA,269120,257720,266120,103560,62200,260480,253240,57680,250680,69280,293120,59200,251640,302480,131440,85200,247480,11200,186760,274680,316200
"K",88800,192720,274680,55600,77640,269240,3840,238920,3440,4880,236840,231720,235600,274600,78680,266320,226160,NA,118960,233200,3280,3200,105720,2560
"L",9520,59360,253280,88600,NA,36120,264840,143600,242400,81600,35240,111360,81920,NA,224520,179800,NA,124520,97760,226400,166320,107400,267560,2040
"M",270280,240600,279440,226480,165480,291680,66680,261880,64480,253240,221160,58480,4920,288800,252480,234440,304240,268280,105240,NA,251000,228800,73680,63440
"N",29040,200680,49040,263400,246960,145000,258680,205680,95480,200600,231920,5680,220080,81360,64160,99960,236360,218160,221080,212600,128560,NA,62720,70200
"O",62520,70240,236520,NA,109440,31560,263840,NA,194480,88200,238560,190120,262200,230080,99120,NA,236280,253560,160960,209040,226920,296240,61880,22840
"P",245840,NA,71600,52720,243600,254600,272880,55880,63960,268080,39080,264160,272720,201120,99680,131120,278880,247360,28280,134320,NA,85320,NA,118560
