"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",8127,8902,7876,10166,8791,9462,9224,10629,9059,8834,6796,6879
"B",8810,2223,3787,3619,4424,6474,6778,6147,6553,4943,5659,6355
"C",9067,3697,3991,5316,6921,7710,6307,9393,7724,7153,8684,7276
"D",10926,3717,6034,5808,7878,8488,8111,8454,7206,6908,8300,8671
"E",10301,3945,5699,6831,8162,8438,8570,10229,8757,8576,9353,8500
"F",9895,5014,7183,6655,9253,11181,9805,10677,9810,10318,7936,7638
"G",10210,4902,7711,9721,10766,10133,12549,11622,11595,9607,8288,8468
"H",9117,7402,10400,9816,9810,8285,9402,9300,9000,8063,9664,6882
