"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",1759120,1660400,1775040,1761840,1727000,1720000,1678840,1694320,1743840,1733840,1649560,1794120
"B",1714680,452360,418120,437080,378000,411680,469760,509680,575040,605520,612880,1735880
"C",1696240,500800,559440,575480,582360,645960,518040,657200,739560,762920,821120,1671040
"D",1654920,686720,714160,743160,755600,785480,794200,884480,900240,962920,1057440,1693520
"E",1720480,855000,918240,954640,951960,935760,950720,994680,1052520,1148000,1213040,1553800
"F",1683800,1067640,1131720,1153440,1109720,1160760,1145080,1226680,1231080,1346040,1485840,1699800
"G",1676440,1193480,1289080,1257000,1260680,1343200,1373080,1419920,1430600,1498360,1584560,1584920
"H",1680040,1626960,1565800,1639200,1585400,1677600,1670760,1585720,1588080,1691000,1603640,1698360
