"","2","3","4","5","6","7","8","9","10","11","12"
"B",41600,40320,40360,44200,42760,46360,46960,44640,47440,49160,193120
"C",59040,64200,69960,68720,72240,69600,74600,76120,76800,73080,226680
"D",117600,129280,144200,143680,150640,165640,152960,152880,158560,160400,205640
"E",131000,149200,160080,169200,172480,173400,167400,192920,181320,189560,267200
"F",144280,163160,177080,180880,182360,191640,200680,206640,214880,217120,252360
"G",143200,167480,176000,177760,194520,187040,209400,192520,172640,232920,273680
"H",141200,160400,173520,178560,187440,183240,194680,197560,189960,186960,259600
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,194560,266840
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254400
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203560
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244080
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208000
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195560
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249640
