"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",5554280,4411280,4349800,4330720,4442320,4373040,4402000,4444120,4331680,4238400,4461520,3614120
"B",5550440,969680,932960,862680,922280,918400,969520,976040,1205240,1318200,1318000,4329440
"C",5861000,1215160,1225120,1173080,1263720,1246920,1383520,1485920,1767840,1875680,1859720,4301040
"D",5713800,1668360,1716640,1644680,1806120,1801120,1971720,2055280,2392520,2497320,2687640,4206120
"E",5662120,2107200,2266840,2279760,2364680,2385480,2426760,2495280,3130760,3400360,3822120,3905480
"F",5753560,2655200,2888120,2824280,3028800,3127160,3143040,3461080,3868160,3908680,4273760,3969320
"G",5615920,2802280,3008680,2930360,3105160,3363600,3339000,3511760,4185840,4226440,4732160,4085080
"H",5134240,4174040,4461400,4439840,4567960,4432200,4496080,4200560,4561560,4352120,4278720,3827920
