"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",78200,1684120,1588240,1563000,1627800,1669200,1612480,1667720,1439920,1497120,1532720,1247400
"B",1566040,316960,315760,309760,348400,320040,309160,358320,416960,430360,523720,1586160
"C",1639560,382520,369880,385360,405520,426240,408000,404160,502200,507760,617760,1456200
"D",1570040,524560,563720,524600,543320,568680,571360,612320,728760,696600,794480,1584520
"E",1584680,743320,762000,748360,796440,794560,802480,817720,926440,971440,1063960,1606200
"F",1621560,952000,953440,980320,955160,989120,1052360,1036200,1163440,1164440,1287720,1647080
"G",1658680,1197760,1213480,1250040,1169200,1328360,1327560,1418920,1392680,1494440,1511480,1454960
"H",1608000,1632440,1499000,1538480,1686480,1640120,1574080,1590800,1603120,1537360,1523080,1498160
