"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73320,59200,80400,66320,69360,57960,69200,45360,29880,7280,223480
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140320,104280,155560,99320,120640,109080,159480,124520,36160,10760,278720
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121840,148480,124400,132160,148600,148800,195400,140720,28440,7360,260920
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173080,138520,169800,223160,205080,214000,226720,134920,33240,8440,253880
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205120,154960,226720,227160,262320,322960,228640,82440,34880,9480,271000
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192400,183880,229200,256080,240480,257440,116720,68040,28920,7280,195880
"H",219520,253920,226600,223560,251680,263520,239320,254480,243880,261680,245200,288920,285960,276280,214200,296440,285560,262640,260640,252600,307080
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,249840,166080,155480,190320,254960,229160,141640,88280,51400,22720,10520,251600
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256440
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261640
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214960
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225040
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239440
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274160
