"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278280
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310400
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312280
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319440
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289000
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308840
"H",298640,308560,320440,326360,247520,340240,327600,315640,277600,354640,349120,317320,265800,330560,334400,253320,254080,330880,305280,269320,354960
"I",58040,140640,257240,275840,298880,295920,294960,291960,294840,279160,300440,NA,NA,NA,NA,NA,NA,NA,NA,NA,288760
"J",65440,148480,256760,272560,301160,304080,301280,312360,299440,315880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294840
"K",71920,143160,252040,294680,264880,278080,280200,308720,278840,307080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277320
"L",72200,158880,269600,296000,277800,306120,298160,297720,319880,317080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304840
"M",65880,129800,229200,249240,274120,263160,250920,247240,261520,262200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292880
"N",66080,137000,244400,276360,261040,299320,300640,330640,295240,306480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286720
"O",59120,103120,213200,252880,246120,228440,230120,230000,229560,227440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274680
