"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271640
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292480
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283600
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284320
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291280
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331880
"H",279120,292920,269480,310880,350160,273680,273320,282680,325840,274200,339960,293320,291240,281160,267400,365080,275040,269240,356920,276640,325680
"I",72600,147480,282000,301840,288120,291160,297440,281360,297400,295880,318800,NA,NA,NA,NA,NA,NA,NA,NA,NA,318200
"J",69720,144480,241680,300880,278200,318200,316640,300840,288080,301520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304680
"K",57480,143720,252480,277160,283440,305680,283360,312800,272080,292800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321920
"L",68520,134160,251720,298080,334880,329960,280800,319160,345400,341840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274240
"M",54200,109480,216600,261520,255160,253200,275520,298800,277520,294200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268680
"N",64120,127240,220400,260200,251280,282800,318000,305720,272120,305560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330640
"O",42520,110640,221720,194160,194080,177480,191800,187720,208560,196280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291680
