"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168960
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171760
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165160
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172480
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174080
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181440
"H",189000,161880,183560,184760,169880,169760,165680,172680,184720,174040,197080,210600,175640,172440,173040,191120,191360,170720,171760,171480,170880
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,187240,173800,176960,181280,182760,177560,177320,166840,127720,39280,9880,172240
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181120,183520,174640,180800,187680,178600,175680,94400,27200,8720,181200
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176280,181600,172840,173840,185240,173280,166160,90640,27640,6360,170040
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185440,187920,178680,171240,174560,167600,169800,89040,23720,5880,179440
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168640,164160,173400,168840,174200,159360,160600,97400,22240,6200,164720
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175680,167760,171480,160960,159680,165840,157240,83560,22920,4720,162240
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177480,176560,168360,166920,176640,165240,162440,100520,25200,4520,163840
