"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56400
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58240
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56200
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53880
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60240
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63960
"H",52800,57520,58960,52640,58480,57280,62720,60680,53480,59400,54960,58240,57200,57160,57920,59200,63040,65440,59720,59920,57760
"I",7800,10560,22440,36520,47160,44600,50320,50840,56480,57680,54840,54560,59080,64280,59600,51240,44280,23800,11600,11320,60520
"J",10320,11960,25440,42000,54440,57520,59480,62480,65440,66280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57240
"K",8920,11240,19520,33960,47200,44960,56080,60640,60240,62840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56160
"L",10640,12560,25920,42920,57080,61440,64960,68520,70720,62400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55720
"M",7840,11840,21480,41360,48520,47240,55000,62840,60440,58920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53600
"N",9360,12240,26960,53280,58400,64360,67560,66320,64960,64280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50480
"O",6840,10440,20960,35200,45960,41680,47760,53240,49840,55560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55480
