"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162880
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165120
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173000
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172800
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169960
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164200
"H",159200,168760,189360,165040,162840,193440,155760,172280,178520,194560,172600,174160,195440,192920,173800,170280,175960,166120,181800,171360,172600
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,183440,176960,198720,177640,185560,180160,174080,168840,119440,27600,7160,171840
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180560,186160,198400,180680,193600,187920,168280,89440,22120,5720,172960
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183400,176360,176840,180160,173560,175120,159240,83760,22720,3960,171240
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193880,173960,202240,174240,207320,175400,169560,87400,20520,3600,179400
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166000,169200,168120,160200,168600,170400,155520,77440,18400,3120,166840
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167400,163920,170280,165560,168240,157520,151360,82640,19560,2840,163480
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172280,175600,167400,173160,174000,164000,158440,91760,19320,3360,158000
