"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160480,154880,150480,152160,134880,154080,136160,60560,16480,3400,162880
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210960,189640,188440,183480,181880,178000,161240,92000,22040,5240,165120
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182600,180880,184800,186240,178560,181480,167880,117120,26320,4440,173000
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193320,188160,185960,190920,192440,191560,212840,127680,30120,5280,172800
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224640,215480,213120,217120,221400,214600,207000,140880,25680,5880,169960
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210080,217400,196200,206960,206040,208280,181680,138400,32160,7520,164200
"H",159200,168760,189360,165040,162840,193440,155760,172280,178520,194560,172600,174160,195440,192920,173800,170280,175960,166120,181800,171360,172600
"I",4960,24880,107440,172000,180400,173120,172840,173120,179240,183440,176960,198720,177640,185560,180160,174080,168840,119440,27600,7160,171840
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172960
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171240
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179400
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166840
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163480
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158000
