"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91400,85600,71880,89280,82000,81600,89320,59720,25080,6520,243200
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147080,187840,149280,149640,119160,137440,165080,103160,26080,12840,282040
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141560,159480,158880,166360,157880,127240,206840,145520,30800,8480,259240
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190400,181600,160360,174960,165640,252000,222800,87280,23800,10360,339680
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234240,222920,176360,244360,260680,296880,254360,85000,34360,9560,352040
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199280,201680,237760,250160,295080,269800,105120,79360,25320,9960,325320
"H",237400,231520,284760,263760,265800,246240,245360,259040,292200,277400,273240,279720,280280,320280,252280,273160,272720,287200,286080,287720,248120
"I",7400,22320,49240,95080,92800,117120,181760,267120,283560,266800,128480,157360,190120,280680,263240,149680,96800,61440,27160,10360,269200
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302840
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278240
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286520
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276280
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290880
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258080
