"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",10560,12800,24280,31040,32240,26160,22400,21040,19120,16560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21280
"C",5080,7360,11560,17520,16320,15960,14280,14840,12320,16360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36960
"D",9400,10400,23240,34600,32360,32080,28200,24680,22200,22080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43720
"E",5280,4800,9560,22040,23880,16400,18560,15840,19080,20800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39400
"F",9160,11440,31600,38080,39160,30840,26960,28360,25320,23600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44880
"G",6240,7240,14560,28840,40480,32360,29160,27200,30920,35080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51000
"H",52120,50040,47880,52000,46000,46600,40200,47160,39600,38600,49280,43560,45080,42040,43280,47200,42480,39320,50320,44920,50200
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,45680,39520,NA,NA,NA,NA,NA,NA,NA,NA,NA,49160
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46480
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46360
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44080
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38680
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36640
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18560
