"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27880,31280,27960,29080,27680,24160,20040,17880,11840,8920,26120
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42760,40320,43760,46480,42320,37600,27520,18280,12160,9920,33000
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54760,60440,57360,53200,53840,47040,32960,18640,11880,10000,35760
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42960,44720,47280,45720,43000,39920,28120,16840,11120,10880,35600
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56920,54400,54160,52800,52360,43080,33640,23440,11280,9360,37680
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47720,48440,47440,48160,43040,41000,31600,21240,12440,9000,37720
"H",34440,49360,56560,60880,58920,62240,59200,63000,62040,59720,59800,56760,56080,57520,54400,57240,56960,57400,58880,52800,39000
"I",9320,8400,15080,17640,22800,24680,29120,35240,44200,43640,48400,52600,53800,57720,47520,47680,32520,20080,11080,9320,39560
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46000
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39200
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35360
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34480
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34440
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25640
