"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278280
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310400
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312280
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319440
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289000
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308840
"H",298640,308560,320440,326360,247520,340240,327600,315640,277600,354640,349120,317320,265800,330560,334400,253320,254080,330880,305280,269320,354960
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,279160,300440,297200,304040,287880,293960,289160,306600,272240,174320,74440,288760
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315440,314960,321320,306360,337360,335920,321880,291960,157080,72440,294840
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372120,304320,309240,298000,318680,311440,282560,255440,142040,68360,277320
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284920,259600,313040,305920,317320,346120,282080,249920,152840,55720,304840
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300640,318760,294200,304840,283440,274040,280880,236600,132960,62720,292880
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281680,291400,295200,329760,300960,295920,293440,239000,137160,64560,286720
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309040,296960,301320,323720,283840,293840,277720,235280,137640,64240,274680
