"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",6480,8120,18720,29560,28360,26880,27760,24800,24720,23720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31640
"C",5440,6760,22720,29680,32560,26280,29520,26280,22720,26320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000
"D",6160,7480,20360,29960,42960,25920,28360,25720,24600,24200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36200
"E",5880,6440,24400,34000,36000,25480,25760,23000,22400,21960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35600
"F",6160,7240,23440,35920,34560,35240,26960,24360,26160,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36320
"G",5760,6840,25840,38880,39800,36680,30720,33480,32400,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33360
"H",46640,42520,34920,38040,35400,40360,36480,43320,33960,39000,36920,32880,35680,35480,38280,33040,33760,36360,33760,34440,35800
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,33760,33440,NA,NA,NA,NA,NA,NA,NA,NA,NA,39560
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43760
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45720
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39880
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35680
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39720
