"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",5920,23000,49880,45040,54200,50200,49320,47880,58480,50120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223480
"C",6240,29000,81400,81800,52120,52080,43080,49120,57480,65320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278720
"D",6080,26040,155960,109040,68520,58480,49280,57680,49800,57800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260920
"E",3120,18560,124440,209440,125840,40680,49400,52480,63520,63600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253880
"F",7120,31040,58000,202120,243320,73760,54680,56360,63120,54800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271000
"G",3760,20240,68000,120880,193440,99680,72600,60960,73280,87160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195880
"H",219520,253920,226600,223560,251680,263520,239320,254480,243880,261680,245200,288920,285960,276280,214200,296440,285560,262640,260640,252600,307080
"I",4160,21400,57400,78240,114720,99560,177760,240080,266920,249840,166080,NA,NA,NA,NA,NA,NA,NA,NA,NA,251600
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256440
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261640
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214960
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225040
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239440
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274160
