"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163760,164280,168840,156160,158960,159440,151680,68200,23440,6080,168960
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185080,192880,184800,181000,178120,181400,173960,113280,31760,7920,171760
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191600,193280,185800,182000,181680,182680,180640,110040,32080,6680,165160
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195920,191400,194720,191080,185880,188720,180280,132640,33760,9520,172480
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228040,216000,202040,221480,193640,212000,192160,141560,37160,8600,174080
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191520,188600,209200,190240,189120,207080,209800,132880,38200,8440,181440
"H",189000,161880,183560,184760,169880,169760,165680,172680,184720,174040,197080,210600,175640,172440,173040,191120,191360,170720,171760,171480,170880
"I",7200,27760,96000,179200,171600,172440,172560,180880,161880,187240,173800,176960,181280,182760,177560,177320,166840,127720,39280,9880,172240
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181200
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170040
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179440
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164720
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162240
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163840
