"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26120
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35760
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35600
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37680
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37720
"H",34440,49360,56560,60880,58920,62240,59200,63000,62040,59720,59800,56760,56080,57520,54400,57240,56960,57400,58880,52800,39000
"I",9320,8400,15080,17640,22800,24680,29120,35240,44200,43640,48400,NA,NA,NA,NA,NA,NA,NA,NA,NA,39560
"J",9960,10400,20680,40200,51720,55360,61200,63840,63320,68720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46000
"K",8960,11240,12440,16880,18680,24240,32720,39560,44320,54120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39200
"L",10160,12560,22160,36960,54840,62480,63000,63680,59200,69800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35360
"M",9160,10840,11800,16280,18800,17080,27960,40680,43080,43120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34480
"N",8760,12600,25520,44360,57160,57400,52520,52000,55680,62240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34440
"O",8640,10640,13040,14520,18560,18480,19320,20840,21840,25200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25640
