"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21280
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36960
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43720
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39400
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44880
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51000
"H",52120,50040,47880,52000,46000,46600,40200,47160,39600,38600,49280,43560,45080,42040,43280,47200,42480,39320,50320,44920,50200
"I",6040,6200,14840,30280,38080,34960,30720,34560,43240,45680,39520,45840,42080,46360,45520,48800,39160,26800,10840,9600,49160
"J",10080,14200,31760,48640,54240,49480,44120,43120,39200,39920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46480
"K",5880,8120,14960,29640,39600,32600,38840,40160,41360,46680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46360
"L",9960,10720,28480,41960,41800,42000,37280,42160,36080,35080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44080
"M",6520,7720,15360,30840,39320,32280,32160,27680,34120,34240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38680
"N",8880,10520,25640,37720,40360,39200,34040,31280,30440,26600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36640
"O",3280,3920,10200,11960,11920,10360,11560,11320,11960,13240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18560
