"","2","3","4","5","6","7","8","9","10","11","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243200
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282040
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259240
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339680
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352040
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325320
"H",237400,231520,284760,263760,265800,246240,245360,259040,292200,277400,273240,279720,280280,320280,252280,273160,272720,287200,286080,287720,248120
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,266800,128480,157360,190120,280680,263240,149680,96800,61440,27160,10360,269200
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72240,75320,87640,78240,98080,134840,165680,123080,29480,11800,302840
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59120,46960,52680,59160,47600,73240,93400,111240,30800,8240,278240
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59960,63640,73360,56520,55640,58600,84080,62640,25360,12280,286520
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57120,49240,43840,59080,49600,52560,44760,40760,23760,6640,276280
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53080,54160,50640,58960,59840,49400,44080,35600,19520,7560,290880
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58640,46800,54680,62280,40440,56960,46560,35720,17240,7200,258080
