"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",735840,767360,769440,747360,729000,727680,769160,764560,758520,715360,769200,707280,857080,700200,704520,779000,737280,885920,715040,729120,804520,740600,697960,711960
"B",744000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8160,5960,5120,5160,4520,4440,4320,4400,4600,4920,5720,671960
"C",721280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10920,8120,6120,3800,3760,3880,3680,3440,4480,5760,8640,699360
"D",709800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26880,14920,13480,12640,11720,12560,7800,11080,19200,22800,25280,725440
"E",701760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91080,53200,48760,54200,51480,51400,37880,51920,73520,85800,110560,726480
"F",700680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233120,127240,121600,123280,94200,93000,104800,140120,207480,214640,274160,714960
"G",702600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681720,443640,397560,383560,378640,440680,357600,431600,548560,646560,638960,686840
"H",680160,621480,616120,590680,573040,570120,579040,570160,569800,538520,584400,564920,756960,632160,634240,581000,541960,549960,572040,569680,640440,632560,660200,678880
"I",710600,616400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612760,561120,541720,495960,470120,474560,499200,551360,599520,621760,672320,702880
"J",695280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709040
"K",696600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696520
"L",720720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633000
"M",711680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677400
"N",657920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671000
"O",688640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651880
"P",666440,731960,665040,689280,640920,646200,661480,666000,673400,695320,649280,712520,716760,657120,691560,676320,702080,669360,685400,642200,648200,680000,700960,652480
