"","1","2","3","4","5","6","7","8","9","10"
"A",21029.90795,20388.80316,19188.39954,17931.77181,12735.12042,6907.213031,4642.981529,3695.819712,2857.444002,2519.676341
"B",5856.186346,6186.842594,6903.483719,6548.268815,5488.242176,4273.187227,3150.779706,1976.210599,1575.065026,1038.762303
"C",4377.288539,5455.612202,5998.517269,5982.66816,5084.875955,3911.476721,2835.381789,2074.711118,1633.170222,1065.173286
"D",3732.798257,4932.605014,5867.995437,5693.345652,5111.601136,3959.331649,2847.500468,2125.049043,1427.782823,962.947369
"E",4197.053652,4910.852084,5636.165153,5767.618305,5614.100966,3698.927151,2648.630443,1933.641071,1337.984523,812.871632
"F",4278.159222,5079.593073,5532.059623,5258.900801,4864.238712,3866.729322,2789.703735,1856.891778,1240.107779,731.153679
