"","1","2","3","4","5","6","7","8","9","10"
"A",4778.781046,3830.372108,3025.241629,2049.542186,1212.45377,639.493112,338.102646,275.339226,197.040484,210.090261
"B",190.204889,169.698113,157.891187,154.162685,126.509643,104.449369,109.420697,100.410165,106.313617,106.002909
"C",148.569933,155.405519,129.927433,154.784102,110.974237,95.128131,106.624325,106.002909,95.128131,84.253357
"D",147.016391,123.402561,104.449369,113.77061,129.927433,115.32415,107.867157,83.321234,112.838485,81.456987
"E",116.256274,104.449369,101.031581,113.77061,119.674063,95.749547,97.303086,85.18548,95.438839,90.778221
"F",108.799281,108.488573,102.585121,105.381493,92.642468,110.042113,96.060255,84.564065,79.592741,84.564065
