"","1","2","3","4","5","6","7","8","9","10"
"A",25169.11421,21275.53357,21058.51236,17831.66659,13436.05966,9044.493139,5508.4417,3503.159096,3000.693401,2320.497685
"B",20580.94666,21986.92604,17803.68692,12626.95027,13229.97256,7761.548022,4663.802012,3443.807438,2712.330859,2117.591567
"C",18829.31344,17199.02149,18711.17347,14580.28758,11215.79952,7587.819943,4518.058928,3307.392275,2597.359471,2384.81889
"D",19258.04096,14410.56244,18436.65522,11458.55018,12053.77911,6552.930401,4719.737705,3300.866735,2457.219246,2075.332573
"E",22396.73031,15071.43881,15612.64672,14575.00308,10668.4519,6851.894951,3849.638319,3431.067044,2539.563204,1892.625231
"F",15926.93088,14491.38382,14941.50058,11260.24668,8234.565711,5590.172219,4011.847857,2785.353448,2218.889096,1686.303946
