"","1","2","3","4","5","6","7","8","9","10"
"A",146042.9,131897,118579.1,75975.85,53517.83,16793.95,10150.95,8485.684,7586.577,7280.768
"B",82010.49,67745.49,66816.64,40610.67,21351.4,11722.44,9294.064,8082.279,7009.769,7451.076
"C",59676.37,51529.37,43800.5,30733.6,17122.86,10334.02,11414.1,10267.19,8943.173,7821.84
"D",35048.28619,29570.11291,30518.99664,19258.35186,14194.21086,11131.56766,11715.91147,6996.405873,7318.68319,7019.714
"E",29833.53332,30531.74814,23312.12448,18464.32456,14506.61556,10336.50472,7986.246066,8168.367665,7612.993361,7790.450999
"F",24370.58259,21614.12699,18136.02476,13367.674,13065.228,10200.059,10079.78,7804.747,7687.581,7544.566
