"","1","2","3","4","5","6","7","8","9","10"
"A",3733.73049,3330.076304,2835.071054,1790.396592,1102.459419,712.821544,355.502428,225.625716,223.450752,148.880641
"B",197.6619,170.008821,173.115908,175.601577,119.984772,126.509643,110.974237,107.245741,90.156805,91.710344
"C",166.901735,139.55939,121.84902,150.434183,110.663529,96.370962,89.846097,89.846097,90.778221,88.292558
"D",120.916896,116.256274,121.84902,95.749547,101.342289,100.720873,92.33176,94.506715,93.263884,78.34991
"E",92.33176,122.470437,94.506715,111.284945,107.245741,105.381493,95.438839,79.592741,82.38911,84.564065
"F",109.109989,95.128131,115.32415,101.963705,98.856626,100.410165,81.456987,96.370962,80.524864,83.010526
