"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",NA,452,240,244,212,236,300,292,308,340,552,6100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",NA,384,44,44,132,340,776,1060,1356,1364,1908,7456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",NA,372,80,140,684,2032,3252,4928,5308,5576,6024,10728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",NA,500,40,72,452,1716,4240,6188,8372,7180,10256,14024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",NA,560,84,168,552,2640,6108,8756,10324,11300,12952,14376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",NA,908,556,764,892,2444,6032,8616,10436,10644,12592,12360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",8676,9360,10456,10924,10304,10580,11504,12088,12916,12604,13000,13076,13684,14476,15288,11696,11684,10704,11304,12584,11824,13180,13744,14488
"I",NA,1300,912,1016,1976,3048,7248,8164,10728,11808,NA,13588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
