"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22416,220,164,160,116,128,96,116,124,136,200,NA,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25812,220,124,92,112,96,88,76,72,104,212,NA,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23972,228,152,140,124,116,104,88,72,100,220,NA,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26880,4828,5092,4348,4180,2268,288,164,144,148,236,NA,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25900,28468,29584,33512,27988,30848,23148,17876,7304,1072,468,NA,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25268,30540,28092,24604,31140,28648,26528,18852,6728,1080,612,NA,NA
"H",26424,28200,27108,26528,24628,27412,28928,26920,27504,29476,29276,23892,27424,30336,29288,25980,28156,32868,29292,29856,30488,34528,33792,32972
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23892,NA,24984,29272,26576,28488,22004,16976,5288,1136,556,NA,NA
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
