"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",NA,1244,512,536,512,624,568,608,616,628,1112,15372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",NA,2988,2136,2516,2680,2444,2760,2596,2664,2572,3028,17692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",NA,13552,14060,14936,15904,15052,13740,14808,14120,15556,14696,17656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",NA,21088,21436,20204,19556,19044,19096,18928,18668,19160,18516,17884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",NA,22592,24456,23088,22340,20336,21200,21144,21396,19516,20260,19720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",NA,23640,23072,21836,20820,19412,20776,19328,20520,19748,19124,20604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",20820,21684,20884,19604,20352,19336,19596,20184,18732,19732,19096,19244,20788,18720,19960,18628,22720,20940,20696,21596,21848,20620,21904,23704
"I",NA,22804,25200,21944,24036,20800,22392,19348,22156,20008,NA,19572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
