"","2","3","4","5","6","7","8","9","10","11"
"B",114320,111080,106160,85840,64720,54880,47120,6920,360,120
"C",121800,124480,119720,102200,79720,56600,43000,7040,240,80
"D",120840,120040,120280,105400,80480,59480,47720,7360,320,80
"E",122120,121560,119200,109400,84920,59160,45960,6320,240,160
"F",121680,118000,117320,104680,83200,62440,50800,5400,320,120
"G",90200,97120,99000,88320,64080,41440,17960,1040,840,440
