"","13","14","15","16","17","18","19","20","21","22","23","24"
"I",36400,37520,32600,30720,36240,31920,34120,33160,35400,30160,39840,33880
"J",38880,39440,37960,42920,30000,32280,25160,23440,20360,11160,1000,42240
"K",40400,38720,36400,39680,33080,28800,26960,25320,23120,9520,560,38080
"L",46240,39880,39320,43520,34440,36320,35480,26280,21160,11640,840,46080
"M",39520,34720,36400,33160,31080,29440,25000,22160,18160,8880,560,37600
"N",41840,46920,39920,41960,36520,34320,32440,31360,20800,10160,480,44120
"O",47560,36240,34440,34520,36640,30120,26440,20040,19960,9800,920,47400
"P",36680,38760,34000,38280,33920,42400,43360,32160,35480,38600,38280,39200
