"","2","3","4","5","6","7","8","9","10","11"
"B",59760,63080,60240,54400,51600,37120,15600,5040,1200,400
"C",51800,68360,62520,58320,58600,38920,17640,6200,1000,360
"D",48760,53160,52160,48320,47400,33200,22520,8720,1120,280
"E",51880,53560,54760,50400,62120,42960,18240,6720,1200,440
"F",51400,55600,53040,53160,49000,36680,23760,9200,1160,400
"G",48800,51280,51680,49440,47400,33360,22280,9280,1520,480
