"","2","3","4","5","6","7","8","9","10","11"
"B",218640,230680,195480,149720,86120,37760,12640,2640,1560,880
"C",181320,191640,168480,140240,96680,39120,10000,2640,960,520
"D",172640,174480,157520,130520,90480,36960,10160,2880,800,480
"E",165840,177320,155200,125880,81160,31160,9320,2600,1000,480
"F",152760,161040,136720,107920,64960,26200,7120,2280,720,760
"G",134120,138840,108400,70960,38000,12640,4320,2000,1320,1120
