"","1","2","3","4","5","6","7","8","9","10","11","12"
"I",218320,2120,2680,43480,90680,212760,234760,237320,200560,245680,216840,243960
"J",202280,1480,1240,8640,101240,161960,200320,174760,185480,195000,187200,258920
"K",183440,1600,1080,6960,62240,171120,140320,221720,168400,214920,170520,242600
"L",230480,1400,880,5160,59600,155160,181720,179840,168920,162120,194200,231000
"M",205400,1520,1000,5960,50520,154720,165240,169320,160120,192400,178200,223720
"N",210880,1320,1040,5480,65520,165040,178760,175040,177920,177400,168480,239280
"O",152800,2680,2280,5960,76200,155840,166720,167080,135560,158520,170680,227200
"P",217960,184160,213200,212520,235000,224640,237760,213640,211840,248560,247200,208920
