"","1","2","3","4","5","6","7","8","9","10","11","12"
"I",133320,112760,123680,107880,162280,133440,94400,132720,142720,140000,165600,167480
"J",170920,192240,189360,217520,195160,212760,214560,231720,206840,178040,62880,6440
"K",138200,113600,104720,123080,108280,132520,125640,164880,149200,184280,126240,30560
"L",77840,71480,91680,77400,83080,76800,80440,89840,64520,46520,24840,2280
"M",61240,121640,110760,130120,115280,132040,126440,162040,177680,50600,121360,23320
"N",65640,64000,62640,69680,64680,68200,61400,57920,48000,38000,19840,2400
"O",49800,68560,120040,107560,101920,137640,122240,64480,156480,192920,144360,17360
"P",94720,98760,111720,114160,131080,120600,137920,130160,91480,97600,133800,144880
