"","2","3","4","5","6","7","8","9","10","11"
"B",213400,203360,179840,122840,56120,64480,48360,37480,8720,240
"C",208680,161920,90040,53400,33160,32320,39560,44680,10520,240
"D",210040,149640,93760,51880,32240,32840,39520,44160,10400,200
"E",215960,164000,95240,52760,31000,34120,38120,43720,9680,200
"F",202720,163480,98360,59200,34080,31640,34960,36920,7760,160
"G",198360,176840,133920,89240,48400,35800,28680,23320,4520,120
