"","2","3","4","5","6","7","8","9","10","11"
"B",324720,327720,281160,202200,160680,158360,81280,40680,4000,3920
"C",237120,302080,266720,198360,135520,78160,18000,3120,1840,3120
"D",234800,298640,263760,204280,135240,70920,15720,2880,1720,2920
"E",234720,300600,273200,207120,138720,72880,17120,2360,1560,3120
"F",213720,293120,271000,216800,145760,65840,13800,2720,1920,2880
"G",83000,245320,226960,183680,98600,38960,8440,3600,3600,4680
