"","2","3","4","5","6","7","8","9","10","11"
"B",75960,78440,77320,74880,65200,54320,32440,6880,1120,1000
"C",58200,60000,57280,54840,44040,32160,14480,2640,440,880
"D",56720,58360,55280,51920,42960,28200,12880,2240,280,760
"E",56560,56640,55240,50440,40400,28560,11240,1960,440,720
"F",51920,52480,49440,46120,37320,25720,10520,1960,280,760
"G",41600,46640,42080,38200,31120,20120,8640,2120,920,1160
