"","2","3","4","5","6","7","8","9","10","11"
"B",416360,460120,470080,457800,456760,425040,417760,296040,114520,31920
"C",437760,415040,434600,422880,414040,366760,257240,154640,77360,14960
"D",392280,354120,371200,356320,355600,296520,217960,124240,53400,10480
"E",370200,319960,332840,328320,316000,284240,205480,122040,47400,7480
"F",344720,288360,294800,278440,295880,258720,200280,114160,40600,6560
"G",282040,253120,262040,266560,263640,224240,165000,100360,30320,5920
