"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",77680,123400,73640,142320,115920,124280,114120,127480,109640,150960,105560,121920
"B",131320,1560,1120,2840,14880,48760,78640,92080,66760,101480,82160,129680
"C",159000,1240,1080,3120,21640,102880,119040,158720,125680,131880,146400,189520
"D",183520,1200,1520,7560,36720,123360,185000,185200,160680,143160,198680,143680
"E",125440,1440,2560,14320,71240,146360,173560,231240,169000,217400,170600,214040
"F",195920,1680,4840,38520,96240,161000,192040,195280,182040,180840,186880,192680
"G",171680,2240,6440,34960,70800,143520,167360,228280,128320,184960,195320,158400
"H",172480,163280,185400,183640,182240,178920,193880,181440,201520,182840,201160,197120
