"","2","3","4","5","6","7","8","9","10","11"
"B",387600,393760,394280,343320,287400,295800,147560,27520,6400,5080
"C",375760,365160,360200,339160,310520,230480,41720,6160,3400,4480
"D",383200,368200,372480,343240,314640,239800,38720,6080,3000,4080
"E",385320,380680,379640,351080,313640,236240,44280,6560,2760,4400
"F",384280,383880,379320,345560,309680,236800,46440,5480,3320,4120
"G",383280,389360,395600,372640,340120,226360,44640,8600,5320,5880
