"","2","3","4","5","6","7","8","9","10","11"
"B",73640,79200,77000,73120,69800,52600,34720,6680,960,960
"C",58840,58960,58760,54640,46840,30240,14480,2400,400,800
"D",57200,57280,53960,51960,42480,27920,12360,2120,440,640
"E",57360,55120,52360,49520,42040,26400,11560,2240,320,880
"F",51320,52360,50240,46440,37880,23360,9560,1800,280,720
"G",37760,40880,38640,35800,29240,17480,7280,1800,760,880
