"","2","3","4","5","6","7","8","9","10","11"
"B",417200,441520,464520,477200,455120,410480,427560,291400,110440,32160
"C",440680,400760,431320,443560,436000,355720,269240,160560,78560,15280
"D",371520,362960,367720,369720,371440,288600,219080,121160,52200,8760
"E",362480,320640,344640,324280,322600,274440,203080,115280,49040,7440
"F",372880,308120,310840,305760,289800,244800,188760,111920,39520,5960
"G",276520,269680,268400,273280,271760,219080,163360,103280,30840,6200
