"","2","3","4","5","6","7","8","9","10","11"
"B",102360,135560,117920,108600,104600,79720,91600,74120,12400,680
"C",175480,194400,187760,179200,186200,165000,165200,99400,7960,400
"D",183600,210800,207920,195640,194560,178200,169160,108840,7680,320
"E",182440,214720,206120,194600,196480,179320,172040,108120,6520,400
"F",176520,207360,198000,186560,185600,169880,156720,95000,6000,400
"G",146640,185280,173480,167080,157280,134080,116160,65240,4080,320
