"","2","3","4","5","6","7","8","9","10","11"
"B",114480,105440,101600,84800,67080,54640,47080,8080,360,80
"C",122840,121760,121600,106280,77600,57280,43600,7680,200,120
"D",117720,122040,119840,104160,78720,60320,47800,6640,200,160
"E",121680,121920,120960,110080,82120,59680,46880,6840,240,120
"F",121400,118680,116080,108000,82400,62560,50000,4560,160,160
"G",94000,96520,95440,88680,72120,48520,18240,1320,680,360
