"","2","3","4","5","6","7","8","9","10","11"
"B",59680,65560,59640,55560,54520,37040,16360,6200,1080,360
"C",49280,54920,53600,52080,48760,33680,19360,8080,1040,280
"D",48840,54600,50840,50880,49240,34920,22080,8560,1080,280
"E",50360,56160,52440,51560,51080,34120,20760,9520,1480,440
"F",50520,58840,53640,49720,50240,37040,24120,8800,1240,440
"G",48240,54760,51920,49160,50200,33920,20200,8280,1440,520
