"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",309760,313680,330880,324240,339560,348320,314400,329760,362040,344280,351640,347280,340200,353800,357480,354160,357920,360560,356960,341520
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,1880,2160,1720,1720,2080,1920,1920,2320,3920
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,880,680,600,680,720,760,920,1280,3240
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,760,600,560,440,320,400,520,1040,2960
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3160,3240,2280,1360,640,520,280,400,960,3400
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67080,70280,55960,33680,4920,1440,720,480,960,3600
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300840,295280,289600,261680,168760,41160,3600,1240,1400,3000
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325160,337680,304880,313640,306720,177760,34400,18040,5000,5080
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330680,289160,336120,319360,317160,238520,59400,20240,11160,6400
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312040,332280,306640,298480,299800,286160,68360,29440,12960,6640
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332320,345640,332120,298040,310520,257880,91480,40120,16640,8760
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301360,313000,285960,297440,326760,308760,308600,341640,263240,329000
"O",228920,282200,279520,330360,276120,321160,265320,300680,287840,287000,291720,280360,292840,290240,306200,292640,319680,338000,356640,330240
