"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",74120,85520,101280,103480,101760,102720,102360,89640,108240,95400,97800,105880,106000,96400,109440,103960,113240,101080,93360,89440
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400,4320,4440,2880,3360,3240,3120,3080,2480,2200
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7480,8120,8120,7360,8080,7280,7640,7240,6560,5880
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12840,13440,13600,13080,12000,11880,12120,11840,12880,10760
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25520,27240,26760,24960,24840,22960,21480,23480,22760,22320
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42200,40280,40760,41160,37120,36720,37120,36160,35640,36520
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89320,89400,85560,77800,70960,63000,56400,52120,54040,48800
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97360,101240,97920,87760,66600,66720,54320,54080,50680,49520
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96600,88600,110680,84000,75040,60440,49160,51680,49080,43040
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95360,89280,77680,85120,69160,54520,52280,47440,45800,48760
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97480,95320,90400,86120,66200,56280,48480,48000,45600,43400
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92840,88440,90000,84160,83680,96160,95440,106080,90240,99000
"O",72040,72720,83640,90920,77680,88600,97560,75520,89280,101720,96920,95880,97960,81840,94600,86480,100840,93240,99240,93720
