"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",81000,89600,102480,101040,113280,114720,107440,90600,91080,94280,117560,112560,111280,110880,121160,113800,113160,115960,111880,84680
"C",4800,5240,6080,5840,5880,5680,4720,4600,5120,4600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",7040,8400,8280,9000,7680,7520,6920,7120,7160,6520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",9720,10680,11520,11840,10680,9720,9720,9360,9440,9880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",15240,16040,18440,16480,15680,15000,15120,13880,14240,14840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",26240,30000,32560,31160,29440,27720,24560,24440,22760,24720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",53760,56800,62960,55800,53200,49080,46000,44080,50000,43560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",71080,82960,79840,91000,64920,64160,50880,62640,54600,59960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",75240,92720,91800,89680,67640,62480,58760,52200,53200,51000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",62280,81280,74080,87080,67640,56920,53440,50080,45320,46480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",79720,79880,90920,93960,67280,62880,51360,50040,50960,45440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104080,90680,87440,84440,87160,90120,90160,97280,83360,97040
"O",73560,85120,83240,95880,86800,89520,86640,84800,86120,107640,102000,87480,85000,97400,100200,99880,106560,95800,105760,83320
