"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",233720,262120,276560,285760,288120,285000,283240,267360,287520,276480,271040,290560,295080,271680,296960,295160,298960,281600,277600,250360
"C",16160,20360,17360,17920,13800,11520,11160,13680,14800,15640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",19760,23120,20280,18440,19400,17960,18000,15640,17600,16440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",23520,30280,32680,25440,17640,21440,20040,20200,24000,21520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",40280,35560,38360,37480,36480,36440,31520,28360,28880,29560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",54080,72000,66720,70640,55600,54880,46600,56000,51480,50800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",161640,165320,184120,162760,108200,92880,116040,102480,110400,97160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",178200,206440,214400,209360,132600,94560,110080,120640,102720,127040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",231960,243560,248640,215760,147600,132640,121600,107720,128600,122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",208920,222000,222440,232640,132440,118880,116520,110240,114000,130960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",235520,209440,227840,229320,151920,132960,113600,109880,117000,105320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239440,221960,257200,238200,251120,219160,246600,247880,268480,258040
"O",228920,218760,242840,232320,220960,218080,248280,242680,245120,247240,229160,269160,215240,243920,257360,252280,264480,284200,263920,255800
