"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",192760,212760,263400,255120,280440,278680,247080,250480,280320,267520,288600,262360,280560,275920,267560,279280,289000,295560,269280,221680
"C",8280,5120,9480,9400,9920,11960,13440,10640,8760,10320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",16920,18000,21760,19760,18320,14360,16000,14240,14880,16040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",30880,17680,21760,27160,25440,27240,23800,20240,20120,19800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",52520,57520,63080,62000,59840,54120,44920,43640,41760,41160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",97320,66200,87440,96480,95680,100120,87040,67280,54120,70360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",214000,175240,248480,211640,142600,122960,128360,97560,114240,103520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",204040,169360,176200,191080,121520,118840,108640,103920,83200,101240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",219000,192280,249960,222160,143880,119000,139640,81720,114480,84680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",209160,206800,195960,196240,127080,136080,92680,98120,94880,85360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",230600,229080,252880,195560,144720,115760,116680,97360,117880,114200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231600,230880,237840,231520,226080,220680,239040,253560,247880,222400
"O",228880,179920,206680,243520,232920,227840,197760,182040,216400,235560,250040,250200,224800,205360,212360,236800,213760,254360,246000,254680
