"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",334800,356120,356200,378120,355920,367320,361040,350840,355440,348520,366080,353680,368400,333920,386480,342800,391760,387360,404440,378160
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,3880,3000,3200,3160,2760,2720,2800,3280,5320
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6760,6280,5760,5880,4560,2400,2560,2720,3560,4880
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14560,17280,15280,15200,8280,5680,5480,5880,6360,6360
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32280,31400,32800,27280,17520,9760,9080,8200,10080,10680
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73760,78240,72080,62280,36880,22240,16200,13640,18120,14160
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289720,242960,241200,209480,142080,80680,48160,38480,34440,29120
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331600,335000,336880,417600,329760,167960,75760,58480,38640,44080
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327440,290760,340160,337000,317960,187280,80920,50760,41280,35600
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295040,263520,251400,326160,302960,218840,78520,50800,41720,35360
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282000,313560,327560,289760,320880,163600,81800,53560,41280,31360
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271960,320040,282640,290360,254640,300600,291880,303080,300520,305600
"O",275560,305640,302960,299520,327200,340720,297040,320400,308520,343800,326040,346120,302800,315840,339680,328920,340800,347960,343320,322640
