"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",178000,211560,249800,234320,242000,241440,234960,228880,224120,235360,228040,240000,239120,223160,259680,236000,261720,253560,248880,206440
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,1480,1640,1480,1640,1520,1680,1480,2080,3200
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,680,640,640,440,560,600,800,1120,2680
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,1320,1440,1120,1040,880,1400,1360,1640,2720
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14640,17840,18280,16800,16040,18520,21080,18760,17200,17560
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81600,82480,75160,75360,57080,55160,63040,61640,55200,56280
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229880,229560,241840,237120,215360,178680,162840,174160,165520,154080
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214240,221680,219680,230080,201960,173440,146680,130320,135400,132320
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222840,205800,212080,213200,215160,167400,133000,119800,108400,99400
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202960,186520,219720,201480,198000,141240,115200,117560,104840,88560
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196720,201640,212560,201880,198600,133520,116720,103680,103680,80560
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198440,176160,196440,186880,189120,196720,216160,220960,210080,191400
"O",172760,175200,187320,228720,182160,188640,205640,202280,202560,227240,187360,197120,181720,199120,184200,187640,195480,243520,208040,211880
