"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",316520,321800,337120,361640,370840,352760,360000,341760,346360,355840,368960,355160,366520,355960,379280,376640,391120,371240,376160,324400
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40120,46720,39680,36480,34840,34800,34960,32280,39280,38160
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58880,47520,58720,45480,49480,39200,47480,38560,47600,42680
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69680,63200,68040,58080,53600,48760,50080,57200,55800,51560
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125400,129480,127880,109400,96160,85040,100680,97400,100080,85320
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293640,346280,271000,287760,169880,177080,193000,176240,176120,204000
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378840,357680,389200,336840,358280,311800,326640,311240,332400,311480
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304880,353280,299960,340480,273960,306800,272880,297400,280840,252200
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334240,321720,331920,318760,295440,293840,290160,271200,306240,279360
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313640,340320,259080,333960,305200,295840,279600,319400,251480,302120
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337320,319360,339440,306480,340400,291720,256800,251000,259040,245600
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327000,293640,304360,307480,298800,294040,299760,326400,343760,304320
"O",300880,293480,312000,337680,281480,311240,308080,334360,289680,325360,307360,322040,308160,306320,308000,284960,352240,360720,339120,313040
