"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",74120,85520,101280,103480,101760,102720,102360,89640,108240,95400,97800,105880,106000,96400,109440,103960,113240,101080,93360,89440
"C",2960,3040,3240,3200,2600,3240,2320,2000,2240,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",6280,6520,7360,7120,7480,7120,6640,5920,5960,5720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",9760,11320,12040,12800,12000,11840,10640,10800,10920,10440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",20920,23440,24760,22720,23680,22240,20120,20720,19400,20960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",32000,34720,39200,41480,34920,32160,34640,32240,31520,33960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",65880,70280,79480,77840,78920,65760,59520,58600,55280,55280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",64400,82000,73160,94880,68000,63760,55080,57440,49560,55720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",76800,78160,91600,82000,74960,60000,59880,49440,49760,48760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",60120,80560,73920,79200,64360,60920,51600,49560,44760,42320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",74320,80160,86920,72400,67640,55760,50680,47600,46200,45520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92840,88440,90000,84160,83680,96160,95440,106080,90240,99000
"O",72040,72720,83640,90920,77680,88600,97560,75520,89280,101720,96920,95880,97960,81840,94600,86480,100840,93240,99240,93720
