"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",286040,267320,297560,299280,309320,288920,288720,268080,298080,279120,317160,294240,303840,284400,300080,304880,334840,315680,331440,312240
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3760,3320,2560,2240,1800,1800,1840,2000,2200,3920
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4760,3600,2600,1160,680,720,920,880,1360,3320
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280,4000,3000,1400,400,440,520,600,1280,3200
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12120,10840,5560,2200,840,400,400,560,1160,2800
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41440,44880,27640,14280,2840,1120,520,800,1240,3520
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259800,244760,242800,180600,91320,17400,3320,2240,2720,4320
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258680,318760,262800,259360,124280,43560,18200,13200,11600,14360
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292800,302000,297520,251240,172080,62120,33960,24000,19120,15960
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267800,269720,246640,248720,155280,67120,28640,22600,15600,15120
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282040,268680,280280,253160,186320,68560,34880,28720,22480,15960
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272680,243640,275400,278720,274200,270760,286560,268800,238560,219840
"O",295840,305920,331560,286640,313520,316200,295920,288520,326040,342600,322360,301160,286200,292080,303880,342840,304760,321240,272520,286320
