"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",299360,325960,351840,354200,360840,358360,369480,346160,351640,349920,375760,371360,361760,342120,385600,347720,383480,362040,383960,336240
"C",39080,47680,38000,42240,42600,36960,35360,32120,42240,40160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",54440,48720,53440,43840,51960,39560,46520,40360,46720,40640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",45560,56720,48840,50000,50280,41840,44080,44600,41040,42400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",64640,65960,67480,68000,59600,57040,56120,58880,61480,54040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",123080,146320,152440,161080,115640,113880,95920,102520,102240,99440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",352480,344920,360040,352400,357040,340320,332360,296480,315760,317560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",318920,324680,313360,332840,311560,303720,264480,290600,232120,322080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",338520,302080,342440,307400,327560,309360,301720,250680,278680,273400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",275000,302800,298200,307040,272360,246120,262560,283280,266480,241480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",320280,319200,317960,312800,320560,307880,303600,245680,277520,271960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307920,294040,301680,294800,312040,302960,316760,338840,335600,311120
"O",276880,264320,298320,290520,305640,293320,263800,285520,293960,321480,312160,325600,312400,279400,319760,310400,290560,320720,307480,312640
