"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",262000,291080,326920,323280,331480,352960,325880,339720,337120,310680,324680,334120,338320,343360,348000,343200,350480,356280,352960,305960
"C",3720,3280,2840,2440,2160,1760,1880,1840,1680,1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",4400,2520,2840,2040,800,760,800,640,520,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",3360,2360,2600,1840,560,400,440,320,280,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",5040,4000,3080,2240,1040,360,320,160,440,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",10760,13840,10520,6800,1960,1400,680,640,640,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",141400,134600,138960,115960,70600,33520,11960,8920,6960,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",216000,298440,239720,303200,204720,127600,70560,53040,44960,43720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",271480,290960,292960,263800,252240,172680,103800,78720,72640,63840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",258680,255320,224960,292320,224240,181600,104400,101280,75800,72480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",271400,261280,305720,262040,267920,169760,119480,82080,92320,70520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239920,250800,276080,290800,289640,278600,280880,291720,245040,275000
"O",268320,298320,285360,322680,286080,337880,316720,335560,303080,381040,325440,336840,279200,332040,304360,327400,323720,370720,322400,344720
