"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"B",295920,307560,339720,330920,358360,334480,336160,325880,336640,322320,338160,339600,343440,341400,362200,341560,347600,342280,344280,323000
"C",37880,32240,35800,34200,31720,27680,29920,31200,35000,33840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",45080,46240,47800,42280,46360,41440,42880,43360,43400,40960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",51760,54760,62520,55960,44560,47840,49920,46400,53120,54680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",108080,121440,116160,114320,95680,83840,82480,81440,75880,72960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",246280,315080,260000,275360,202080,203440,159280,176280,147240,164080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",333120,315880,342200,325200,338000,299880,316920,288640,305640,293000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",231640,306480,296400,310440,283960,287240,242400,256120,239400,270640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",307920,266640,300520,281160,296120,244440,265000,259200,259600,233520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",275520,335360,293760,313280,246200,295440,248640,261120,229480,207040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",305920,278320,315640,294120,285760,239920,275600,218360,251600,231000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338760,280680,312600,287960,303640,276240,307200,312160,301840,279440
"O",276640,288960,300760,306840,277480,297720,272080,289280,281760,291120,278720,293760,283880,257320,295520,289960,242320,282360,283280,300920
